я прикрою тебя перед samcro.	хорошо.			
я прикрою тебя перед samcro.	вы будете в порядке, больница поблизости.			
я прикрою тебя перед samcro.	она не узнает.			
я прикрою тебя перед samcro.	хорошо, спасибо.			
нет, это мне жаль.	мне тоже жаль.			
нет, это мне жаль.	мне жаль, что я обратила тебя.			
нет, это мне жаль.	мне очень жаль.			
нет, это мне жаль.	нет, мне не жаль.			
нет, это мне жаль.	да, конечно, тебе жаль.			
он обычно сзади.	решетка на крыльце мешает.			
он обычно сзади.	тогда цели приходится выбирать защищать передний вход или задний.			
он обычно сзади.	спереди.			
он обычно сзади.	и спереди тоже.			
ладно.	не задерживайся.			
ладно.	хорошего дня.			
ладно.	приятно было повидаться.			
ты не замечала этого в последнее время?	замечала			
ты не замечала этого в последнее время?	ни капли.			
ты не замечала этого в последнее время?	немного.			
ты не замечала этого в последнее время?	что именно?			
ты не замечала этого в последнее время?	конечно заметила.			
ты не замечала этого в последнее время?	да, замечала.			
и горжусь этим.	я тоже собой горжусь.			
и горжусь этим.	я тобой тоже.			
и горжусь этим.	и я тоже тобой горжусь.			
и горжусь этим.	ты мной гордишься?			
держись подальше от моей жизни!	извини.			
держись подальше от моей жизни!	хорошо, не беспокою.			
че? реально зацепило, да?	ага, энтропия.			
че? реально зацепило, да?	боб, это тебя.			
че? реально зацепило, да?	да. ты сдохнешь смеясь.			
ты ведёшь себя немного странно.	как странно?			
ты ведёшь себя немного странно.	странно?			
ты ведёшь себя немного странно.	мне жаль.			
ты ведёшь себя немного странно.	я веду себя странно?			
ты ведёшь себя немного странно.	нормально я себя виду.			
нет.	тогда ладно.			
нет.	ну хорошо.			
нет.	я тоже нет.			
нет.	вообще?			
нет.	жаль.			
ну я... да, да согласен.	ладно, спасибо.			
ну я... да, да согласен.	чудно.			
ну я... да, да согласен.	ладно, что ж...			
ну я... да, да согласен.	ну, а что ты будешь делать дальше?			
ну я... да, да согласен.	когда начнем?			
ну я... да, да согласен.	отлично.			
не могу в это поверить.	я сначала тоже не верил.			
не могу в это поверить.	я тоже не могу.			
не могу в это поверить.	во что ты не можешь поверить?			
у него есть навыки, которые ты даже никогда не потрудился..	он тоже был убит, поэтому я знаю как это тяжело...			
у него есть навыки, которые ты даже никогда не потрудился..	мне достаточно всего один раз увидеть изображение, вспомнить его не составит труда.			
ладненько.	пока.			
ладненько.	хорошего вечера.			
ладненько.	ну, пока.			
ладненько.	удачи.			
да, шеф.	мой муж вместе с вашим заканчивают деловое соглашение.			
да, шеф.	сержант, уведите его.			
да, шеф.	только не уходите.			
да, шеф.	не смею вас задерживать.			
ваня.	именно.			
ваня.	ну, чего егор?			
ваня.	не болтай языком! кирилл!			
ваня.	знаешь, что?			
у меня были подозрения.	а у меня не было.			
у меня были подозрения.	я слушаю.			
у меня были подозрения.	какие?			
вот ты сидишь в гнезде, в единственном доме, который знаешь, и даже когда днк и миллионы лет эволюции говорят тебе, что если ты прыгнешь, то не упадешь на землю камнем — ты никогда не знаешь наверняка.	я притворялся, что не замечаю, как мой отец наблюдает за тем, как я поднимаю что - то, чего он не мог даже с места сдвинуть.			
вот ты сидишь в гнезде, в единственном доме, который знаешь, и даже когда днк и миллионы лет эволюции говорят тебе, что если ты прыгнешь, то не упадешь на землю камнем — ты никогда не знаешь наверняка.	а если ты права, и я сяду в эту штуку, я буду жить, а всё в этой временной линии умрет.			
вот ты сидишь в гнезде, в единственном доме, который знаешь, и даже когда днк и миллионы лет эволюции говорят тебе, что если ты прыгнешь, то не упадешь на землю камнем — ты никогда не знаешь наверняка.	а если я не верю в ад, то больше не боюсь, а без страха, я способен на все.			
вот ты сидишь в гнезде, в единственном доме, который знаешь, и даже когда днк и миллионы лет эволюции говорят тебе, что если ты прыгнешь, то не упадешь на землю камнем — ты никогда не знаешь наверняка.	я бы скорее умер прямо сейчас чем проживу мои последние годы, вспоминая какой хороший я был и как счастлив я был.			
почему ты в любом случае хочешь пойти в армию?	не хочу.			
почему ты в любом случае хочешь пойти в армию?	потому что я уже закончил школу. а после школы поступают в колледж.			
так что если кто - то тебя обижает...	почти никто.			
так что если кто - то тебя обижает...	никто тебя не обидит.			
так что если кто - то тебя обижает...	тебя никто не обидит.			
сказали, что от меня требуется только смотреть во все глаза и слушать во все уши.	я всегда тебя слушаю!			
сказали, что от меня требуется только смотреть во все глаза и слушать во все уши.	и кто такое говорит?			
обалдеть!	между нами не должно быть больше разницы.			
обалдеть!	"нет! "" ничего себе "" не то слово, чтобы описать, что мне пришлось сегодня пережить."			
обалдеть!	но только целовались.			
обалдеть!	я и сам не ожидал.			
обалдеть!	иногда, я сама себе удивляюсь.			
они всегда при тебе. давай...	только раз.			
они всегда при тебе. давай...	никогда.			
они всегда при тебе. давай...	я не специально их оставила.			
ни в коем случае.	но я правда могу это сделать.			
ни в коем случае.	не переживай, приятель. все хорошо.			
ни в коем случае.	я хочу, чтобы ты прямо сейчас — сказал мне чистую правду.			
ни в коем случае.	о, я не хочу говорить так.			
ни в коем случае.	ладно.			
я пытаюсь помочь, но они всё плачут.	она сильная.			
я пытаюсь помочь, но они всё плачут.	я думала, что помогая викки, он помогал моему брату			
я пытаюсь помочь, но они всё плачут.	да, в этом они лучшие.			
я пытаюсь помочь, но они всё плачут.	мне очень жаль, трой.			
нет.	почему?			
нет.	тогда почему ты все еще здесь?			
нет.	почему нет?			
нет.	как нет?			
нет.	а стоило бы.			
нет.	я тоже нет.			
как ты?	я нормально, хэнк.			
как ты?	нормально. пока.			
как ты?	отлично, а ты?			
как ты?	я отлично.			
как ты?	я хорошо. спасибо.			
как ты?	нормально.			
да, конечно.	отлично.			
да, конечно.	ладно, договорились.			
да, конечно.	чудно.			
да, конечно.	вот и чудесно. тогда иди сюда и поцелуй папу на прощание.			
ты все равно не спрячешься!	тебе меня не поймать!			
ты все равно не спрячешься!	ты не спрячешься от меня.			
ты все равно не спрячешься!	откуда ты знаешь!			
ты все равно не спрячешься!	откуда тебе знать?			
всё : и телефон,..... и магнитофон, и видеокамеру.	потому что можно повесить ценник на кольцо, но кто же... кто повесит ценник на твои глаза?			
всё : и телефон,..... и магнитофон, и видеокамеру.	какая камера?			
всё : и телефон,..... и магнитофон, и видеокамеру.	это не камера.			
всё : и телефон,..... и магнитофон, и видеокамеру.	вон камера.			
не забудь покормить эйс.	не забуду, сэр.			
не забудь покормить эйс.	хорошо.			
не забудь покормить эйс.	о, точно.			
не забудь покормить эйс.	и не оставляй больше мешок с кормом.			
не забудь покормить эйс.	не забуду			
она отравила николая.	да, и мы отпустили её.			
она отравила николая.	я знаю, что все перепутала, но ты даже не попытался.			
давай.	вперед.			
давай.	смотри.			
давай.	ты же сама говорила, что хочешь его.			
давай.	вот. держи.			
давай.	идем.			
что я могла бы понять.	но и говорить об этом вслух я тоже не хотела.			
что я могла бы понять.	неважно. просто...			
рана серьёзная.	очень серьезная.			
рана серьёзная.	мне нелегко об этом говорить, но...			
рана серьёзная.	она никогда не заживет.			
рана серьёзная.	очень?			
хватит! эй!	это в последний раз, я обещаю.			
хватит! эй!	извини.			
хватит! эй!	не кричи на меня.			
хватит! эй!	останови это!			
хватит! эй!	ой. я ничего не делаю...			
хватит! эй!	что происходит?			
в мою сестру стреляли из лука, том!	я не убивал твою сестру.			
я узнала кое - что о себе.	что же?			
думаю, нужно ритуальный танец исполнить, чтобы он пошёл.	я не знаю этого танца.			
думаю, нужно ритуальный танец исполнить, чтобы он пошёл.	давай сделаем это в нашем новом формате дебатов.			
думаю, нужно ритуальный танец исполнить, чтобы он пошёл.	и я последую за танцем,			
думаю, нужно ритуальный танец исполнить, чтобы он пошёл.	он будет не против.			
она тебе понадобится.	этого достаточно, чтобы поработать с ней, как думаешь?			
она тебе понадобится.	она из деревни, и я подумал купить для нее пару платьев, чтобы она соответствовала городской обстановке.			
она тебе понадобится.	ты что не понимаешь, что с ней будет после 6 месяцев тренировок с тиной?			
нет.	что ж, продолжаем искать.			
нет.	тогда где же он?			
нет.	а где же он тогда?			
нет.	он уже должен был вернуться.			
нет.	странно.			
мне нравится быть с тобой.	мне тоже, элис.			
мне нравится быть с тобой.	и мне с тобой тоже.			
мне нравится быть с тобой.	мне, тоже.			
мне нравится быть с тобой.	~ мне тоже нравится, да.			
давай, парень, открой дверь.	я сказал, дай ключи.			
давай, парень, открой дверь.	уже открыл.			
давай, парень, открой дверь.	дверь открыта.			
кроме того, они на благое дело.	ну, да, не важно.			
кроме того, они на благое дело.	пообещай мне, что присмотришь за ними.			
кроме того, они на благое дело.	я знаю, что все сделала правильно.			
кроме того, они на благое дело.	и я знаю, что они попросили тебя это делать.			
ты не должна упустить то единственное, что делает тебя счастливее всех на свете.	каждый попробует изменить мое решение.			
ты не должна упустить то единственное, что делает тебя счастливее всех на свете.	откуда ты знаешь, что делает меня счастливой?			
ты не должна упустить то единственное, что делает тебя счастливее всех на свете.	это сделает меня счастливой.			
ты не должна упустить то единственное, что делает тебя счастливее всех на свете.	он действительно делает меня счастливой.			
я видел это!	я сам видел!			
я видел это!	ему вырвали сердце.			
я видел это!	но так же я знал, что должен убить его... потому что я тоже... действовал инстинктивно.			
и быстро.	тогда давай заберем его.			
и быстро.	думаю, мы поймаем его.			
и быстро.	да, мы поймаем его.			
нет, спенсер, послушай его.	дэнни?			
нет, спенсер, послушай его.	кто такой спенсер?			
нет, спенсер, послушай его.	дай мне его увидеть.			
нет, спенсер, послушай его.	я знаю как он поступил.			
я никогда не говорил этого ранее, но это правда и я хочу чтобы вы оба это знали.	конечно это правда.			
я никогда не говорил этого ранее, но это правда и я хочу чтобы вы оба это знали.	вы тоже.			
я никогда не говорил этого ранее, но это правда и я хочу чтобы вы оба это знали.	я благодарна вам за все.			
я никогда не говорил этого ранее, но это правда и я хочу чтобы вы оба это знали.	да все ок. мы знаем, что ты для нас сделал бы то же самое.			
убирайтесь!	убирайтесь!			
убирайтесь!	назад!			
убирайтесь!	вон!			
убирайтесь!	вон отсюда все, живо!			
убирайтесь!	исполнено, ваше превосходительство!			
убирайтесь!	убирайтесь к чертовой матери!			
кто мог это сделать?	запись с камеры безопасности из здания переза.			
кто мог это сделать?	кто бы это не сделал, я не знаю.			
кто мог это сделать?	не знаю, но у него пистолет, и он в маске.			
кто мог это сделать?	никто.			
кто мог это сделать?	тот, у кого есть план.			
кто мог это сделать?	представители разных спецслужб.			
мне нужны цифры, шепард.	значит, мы прошли 14, 48.			
все, бумажки улетели.	быстро, предупреди командующего!			
все, бумажки улетели.	мы переходим в наступление.			
все, бумажки улетели.	отличная работа, напарник.			
эй, вы меня взяли!	для твоего же блага.			
эй, вы меня взяли!	тебя приняли.			
эй, вы меня взяли!	я подставил вас с прекрасным ограблением.			
эй, вы меня взяли!	мы тебя купили.			
и я молюсь.	а я уже устала молиться.			
и я молюсь.	а я молился.			
и я молюсь.	эти атеисты ничего не знают.			
на завтрак я ел вафли, сам их испек.	приятного аппетита.			
на завтрак я ел вафли, сам их испек.	вкусно.			
на завтрак я ел вафли, сам их испек.	они вкусные.			
нет.	ну, тогда я ничем не могу тебе помочь.			
нет.	тогда что ты делаешь?			
нет.	я просто думаю, тебе стоит пойти домой.			
нет.	ладно, тогда.			
нет.	наверняка, я смогу чем - то помочь.			
нет.	ладно, хорошо.			
а ну, шевелись, свинья!	ты <CENSORED> урод!			
а ну, шевелись, свинья!	сам свинья.			
а ну, шевелись, свинья!	ха, это ты свинья!			
а ну, шевелись, свинья!	умри, злая тварь! умри!			
если ты не собираешься её носить, я её заберу себе.	хорошо, но я всё еще собираюсь примерить это.			
если ты не собираешься её носить, я её заберу себе.	не заберёшь.			
если ты не собираешься её носить, я её заберу себе.	нет, он хотел бы отдать её тебе.			
так?	да.			
так?	вот так.			
не знаю, как это сказать, но... вы... правда собираетесь забрать ребенка аны?	я собираюсь принять душ.			
не знаю, как это сказать, но... вы... правда собираетесь забрать ребенка аны?	я не знаю.			
не знаю, как это сказать, но... вы... правда собираетесь забрать ребенка аны?	я в административном отпуске, пока не закончится расследование.			
я много слышал о вас.	я тоже слышал о тебе.			
девчонкам гораздо проще, чем нам.	но, если посмотреть на положительную сторону			
девчонкам гораздо проще, чем нам.	главное намного дороже!			
девчонкам гораздо проще, чем нам.	особенно сейчас.			
пойдем сегодня вечером к джо и будем праздновать.	это будет прекрасно.			
пойдем сегодня вечером к джо и будем праздновать.	если хочешь, мы с девчонками идем.			
пойдем сегодня вечером к джо и будем праздновать.	будем драть пьяных тёлок!			
пойдем сегодня вечером к джо и будем праздновать.	лучше не будем строить планы.			
пойдем сегодня вечером к джо и будем праздновать.	только в этот вечер я буду свободен.			
пойдем сегодня вечером к джо и будем праздновать.	давайте сейчас.			
хорошо!	все равно!			
хорошо!	пожалуйста, хватит!			
новые инвесторы, это ключевой момент.	мы знаем, что такое выступление для инвесторов.			
новые инвесторы, это ключевой момент.	инвесторы?			
новые инвесторы, это ключевой момент.	понадобятся инвесторы.			
новые инвесторы, это ключевой момент.	так или иначе.			
ты можешь сходить со мной, когда закончишь?	к тебе домой?			
ты можешь сходить со мной, когда закончишь?	я не могу сейчас уехать.			
ты можешь сходить со мной, когда закончишь?	сейчас.			
ты можешь сходить со мной, когда закончишь?	не могу. у меня завтра вечером свидание.			
ты можешь сходить со мной, когда закончишь?	на ранний сеанс. я не могу.			
ты можешь сходить со мной, когда закончишь?	я не могу сегодня.			
ладно, притормози.	сам напросился.			
ладно, притормози.	закончили.			
ладно, притормози.	так, перерыв, 5 минут.			
ладно, притормози.	вот и все.			
ладно, притормози.	стоять!			
сэнди!	сэнди?			
сэнди!	эйми!			
сэнди!	фэй, подожди!			
конечно, сможешь.	) я смогу!			
конечно, сможешь.	я не смогу!			
конечно, сможешь.	спасибо.			
конечно, сможешь.	нет!			
конечно, сможешь.	спасибо, малыш.			
это сложно, он под постоянным контролем.	если мы его найдем и сможем проследить. тогда можно идти к маку.			
это сложно, он под постоянным контролем.	нам нужен контроль над ситуацией.			
это сложно, он под постоянным контролем.	я думал насчет безопасности не только для пассажиров.			
это сложно, он под постоянным контролем.	но доктор наверняка разберется.			
это сложно, он под постоянным контролем.	о, потрясающе!			
можете проверить.	уже проверил.			
можете проверить.	нет, мне не нужно проверять.			
можете проверить.	да нет. я вам верю.			
можете проверить.	проверять - ваша работа.			
можете проверить.	мы проверим все еще раз.			
я люблю тебя	и я люблю тебя, детка.			
я люблю тебя	я тоже люблю тебя, малышка, очень сильно			
я люблю тебя	я тоже люблю тебя			
я люблю тебя	я тоже тебя люблю			
я люблю тебя	и я тебя люблю.			
я люблю тебя	и я тебя.			
если бы у каждого из нас был свой 6 - й этаж.	точно. у каждого свой.			
если бы у каждого из нас был свой 6 - й этаж.	у большинства его нет.			
если бы у каждого из нас был свой 6 - й этаж.	в смысле, кто - то был, но чтобы почувствовать его присутствие, не нужно было оглядываться.			
если бы у каждого из нас был свой 6 - й этаж.	это смотря какой у тебя бог.			
если бы у каждого из нас был свой 6 - й этаж.	у тебя свой путь, у меня свой. у каждого свой.			
как вы думаете, что на самом деле произошло? это не точная наука.	я не думаю...			
как вы думаете, что на самом деле произошло? это не точная наука.	но я знаю, что нам соврали.			
как вы думаете, что на самом деле произошло? это не точная наука.	существует много различных версий.			
как вы думаете, что на самом деле произошло? это не точная наука.	вообще - то, доктор, я абсолютно уверена, что это точно закономерность.			
как вы думаете, что на самом деле произошло? это не точная наука.	что ж, возможно поэтому.			
почему в нем так много неприятностей?	потому что таковы правила.			
почему в нем так много неприятностей?	потому что он кажется слишком простым.			
почему в нем так много неприятностей?	потому, что у всех есть свои причины?			
почему в нем так много неприятностей?	потому что он загадка			
это ваш фургон.	наш!			
это ваш фургон.	нет, не фургон.			
и по этому поводу я испекла твой любимый шоколадный торт.	ты сама его испекла?			
и по этому поводу я испекла твой любимый шоколадный торт.	торт?			
и по этому поводу я испекла твой любимый шоколадный торт.	кому нужен шоколад?			
я не собираюсь туда.	и почему же?			
я не собираюсь туда.	я тоже не собираюсь, уж извини.			
я не собираюсь туда.	тогда расскажи мне, в чем заключается твой план.			
я не собираюсь туда.	"просто, потому что бристоль был хорошей возможностью, и это не значит, что я должна ехать туда. """			
всё равно.	просто надо немного пожевать.			
эта ночь в сомали...	оставайтесь там.			
эта ночь в сомали...	да здравствует мексика!			
и мир узнает о вашей огромной ошибке.	нет, не узнает.			
и мир узнает о вашей огромной ошибке.	он заперт в книге, где не сможет изменять наш мир... сможет только записывать события.			
ты говорил, что ты...	я сказал, что ты преступник.			
ты говорил, что ты...	я знаю, что говорил.			
ты говорил, что ты...	что я говорил?			
ты говорил, что ты...	нет, я не так сказал.			
с ними кто позаботится обо мне...	и кто же?			
с ними кто позаботится обо мне...	а ты обо мне не позаботишься?			
с ними кто позаботится обо мне...	а я позабочусь о тебе.			
с ними кто позаботится обо мне...	теперь я о тебе забочусь.			
я пыталась поменять ленту в машинке и вдруг лежу на полу, а рядом кричит ребенок.	и смотрит на меня, а я не знаю, что делать.			
я пыталась поменять ленту в машинке и вдруг лежу на полу, а рядом кричит ребенок.	ты вызвала полицию.			
да.	он восхитителен.			
да.	она чудо.			
да.	а я отец уилла.			
да.	"ты же знаешь, я обожаю "" кровавых сестричек ""."			
да.	робби кларк аль хуссейн или...?			
да.	мне очень жаль, тиган.			
лиззи.	клара!			
лиззи.	гейл, да.			
лиззи.	гейл.			
схожу за ними.	не надо, они могут быть где угодно.			
схожу за ними.	я тоже пойду туда!			
схожу за ними.	быстрей!			
схожу за ними.	я схожу с тобой.			
схожу за ними.	ну хорошо.			
схожу за ними.	пенни, стой.			
быть живым ничего не значит.	 а умирать... не очень. 			
быть живым ничего не значит.	будь философом.			
быть живым ничего не значит.	некоторые так живут...			
да, вот это жизнь!	жизнь!			
да, вот это жизнь!	знаешь, это безумно круто, наконец - то встретить того, кто все это понимает.			
да, вот это жизнь!	кстати, мы тут собирались поужинать.			
да, вот это жизнь!	бедняжка просто вся не своя...			
да, вот это жизнь!	и это только начало.			
да, вот это жизнь!	точно.			
это же огромные деньги.	а мне казалось, что она должна получить богатое наследство от своей бабушки.			
это же огромные деньги.	это много денег.			
это же огромные деньги.	в мире деньги всему голова.			
это же огромные деньги.	не хочу ничего от этих денег.			
не знаю.	случилось что - то плохое.			
не знаю.	как это ты не знаешь?			
не знаю.	ну, ладно.			
его первой ошибкой была игра в кено.	но да, она была всем что он оставил			
его первой ошибкой была игра в кено.	хорошо сыграла.			
его первой ошибкой была игра в кено.	это точно.			
есть что - то новое?	ничего определенного нет.			
есть что - то новое?	пока ничего.			
есть что - то новое?	пока нет.			
есть что - то новое?	да, пара вещей.			
есть что - то новое?	рано об этом говорить.			
ясно?	да, джон.			
ясно?	ясно.			
ясно?	пока не найдём доказательств, понял?			
хочешь десерта?	не откажусь.			
хочешь десерта?	да, хочу.			
хочешь десерта?	да, вообще - то хочу.			
хочешь десерта?	конечно хочу.			
хочешь десерта?	конечно, хочу чертовски, идём.			
хочешь десерта?	да, конечно, хочу.			
понятия не имею.	может, расскажете?			
понятия не имею.	пойдем это.. потусим, короче.			
понятия не имею.	но насколько я вижу, это твой единственный шанс.			
он до смерти напуган.	он никогда тебя не тронет.			
он до смерти напуган.	обними его.			
он до смерти напуган.	пугаю его?			
он до смерти напуган.	я и пытаюсь напугать тебя.			
он до смерти напуган.	мы все тоже.			
надо! и мы оба знаем почему.	ты начал это.			
надо! и мы оба знаем почему.	мы оба знаем, что ты чувствуешь.			
надо! и мы оба знаем почему.	мы оба знаем.			
может быть, он просто старше её.	но он стар, точно. это я знаю.			
может быть, он просто старше её.	намного старше.			
может быть, он просто старше её.	ей 19, ему 21.			
может быть, он просто старше её.	но ей точно больше девяти лет.			
может быть, он просто старше её.	нет, он взрослый ребенок.			
я всегда думал, что ты - красавчик.	я обаятельный.			
я всегда думал, что ты - красавчик.	так же, как и ты, келсо.			
неплохо.	всего лишь неплохо?			
неплохо.	как колено?			
неплохо.	точно?			
неплохо.	это хорошо.			
неплохо.	что нового?			
да, подходящее слово, просто удовольствие смотреть на вас обоих.	ну, если это так,... представьте как мне приятно!			
да, подходящее слово, просто удовольствие смотреть на вас обоих.	да, я согласен с вами, и... я намерен дать ей это.			
да, подходящее слово, просто удовольствие смотреть на вас обоих.	вы даже себе не представляете.			
да, подходящее слово, просто удовольствие смотреть на вас обоих.	вы полагаете?			
участник номер 36.	у нас есть только один номер.			
я черный русский.	... русский еврей?			
я черный русский.	я чистокровный немец.			
как она добралась туда раньше нас?	ее забрали.			
как она добралась туда раньше нас?	она шла пешком.			
как она добралась туда раньше нас?	сказала, что встречаемся здесь.			
как она добралась туда раньше нас?	она приехала сюда, как турист. я показал ей окрестности.			
это отвратительно.	я знаю, отвратительно			
это отвратительно.	отвратительно?			
это отвратительно.	да, отвратительно.			
это отвратительно.	ага. меня сейчас стошнит.			
это отвратительно.	да, это отвратительно, но не имеет значения.			
да.	отлично.			
да.	мне нужно еще кое - что смонтировать.			
ее взяли за вождение в нетрезвом виде.	ее выпустили на поруки.			
ее взяли за вождение в нетрезвом виде.	это не может просто так сойти ей с рук.			
ее взяли за вождение в нетрезвом виде.	права были отобраны.			
ее взяли за вождение в нетрезвом виде.	я однажды видел ее бардак.			
я подумал, что тебе нужна помощь.	мне никогда никто не помогал.			
я подумал, что тебе нужна помощь.	нужна.			
я подумал, что тебе нужна помощь.	нет, спасибо, всё в порядке			
я подумал, что тебе нужна помощь.	нет, я справлюсь.			
я подумал, что тебе нужна помощь.	сама справлюсь, спасибо.			
я подумал, что тебе нужна помощь.	нет, спасибо.			
знаешь его?	конечно, я его знаю.			
знаешь его?	да. думаю, я его знаю.			
знаешь его?	ну, слышал о нём.			
знаешь его?	да, я его знаю.			
знаешь его?	не очень, но видела его в группе несколько раз.			
спасибо.	джон, вам тоже спасибо.			
спасибо.	нет, вам спасибо.			
спасибо.	вам большое пожалуйста.			
спасибо.	пожалуйста.			
спасибо.	вам спасибо.			
понял?	да, шеф.			
понял?	понял тебя, лютер...			
погоди.	жду.			
погоди.	что?			
погоди.	интрижка?			
время.	прекрасное время.			
время.	оно мне нужно.			
время.	надеюсь, много времени.			
время.	время все меняет.			
время.	десять секунд.			
это не земля.	ты была на земле в 1986 году.			
это не земля.	ладно, холм этого субъекта.			
это не земля.	хм, земля и миллиарды других планет.			
это не земля.	земля голубая.			
мы еще не установили личность жертвы	а другая жертва?			
мы еще не установили личность жертвы	надеюсь, мы сможем сохранить это в секрете			
толкай!	толкаю!			
толкай!	пусти!			
толкай!	ещё!			
отличная работа, джим.	у меня был хороший учитель.			
отличная работа, джим.	спасибо.			
отличная работа, джим.	вы должны пойти со мной.			
отличная работа, джим.	благодарю, бен.			
я знаю, вот почему я тебя не приглашаю.	ты ведёшь себя странно.			
я знаю, вот почему я тебя не приглашаю.	но ты мне нужна сейчас, потому что я не в себе и чувствую что теряю контроль над собой.			
я знаю, вот почему я тебя не приглашаю.	теперь знаю.			
я знаю, вот почему я тебя не приглашаю.	ты всегда меня ненавидела.			
и уносить его.	взорвём его.			
и уносить его.	и позволить пэну выбраться?			
и уносить его.	и надерем пару задниц.			
её кампании.	ну, у меня нет никакой стратегии, одри.			
её кампании.	асами, кто спас твою кампанию?			
ты можешь. ты все еще можешь сделать это.	ещё как могу.			
ты можешь. ты все еще можешь сделать это.	да, могу.			
ты можешь. ты все еще можешь сделать это.	нет, не могу.			
ты можешь. ты все еще можешь сделать это.	я могу, аманта!			
ты можешь. ты все еще можешь сделать это.	хмм, я думаю, что могу.			
ты можешь. ты все еще можешь сделать это.	могу.			
господи, пожалуйста, нет.	я умоляю тебя, прояви милосердие.			
господи, пожалуйста, нет.	я не позволю ему умереть.			
господи, пожалуйста, нет.	мы должны остановить его.			
господи, пожалуйста, нет.	но в день своей смерти, он убил кого - то еще.			
почему?	потому что мне надоело давление.			
почему?	потому... ты знаешь почему!			
почему?	потому что у нас выходной.			
почему?	потому что...			
почему?	потому что это - земля святая. на святой земле не случаются такие вещи.			
он наконец, пришел, рой.	он притворялся, что не может ходить.			
он наконец, пришел, рой.	скорее, надо подать сигнал!			
он наконец, пришел, рой.	живее!			
я имею в виду, я не могу больше этим заниматься.	мне тоже было тяжело.			
я имею в виду, я не могу больше этим заниматься.	да, ты можешь.			
я имею в виду, я не могу больше этим заниматься.	можешь!			
я имею в виду, я не могу больше этим заниматься.	сможешь.			
я имею в виду, я не могу больше этим заниматься.	конечно же ты можешь.			
я имею в виду, я не могу больше этим заниматься.	давай же, еще пару шагов.			
